flow_duration,protocol,TotPackets,TotBytes,tot_fwd_pkts,totlen_fwd_pkts,fwd_iat_mean,fwd_pkt_len_max,fwd_pkt_len_mean,tot_bwd_pkts,totlen_bwd_pkts,bwd_iat_mean,bwd_pkt_len_max,bwd_pkt_len_mean
1740.594,17,30,31680,30,1028,60020,1028,31680,0,0,0,0,0
309.986,1,4,522,4,102,103328,117,522,0,0,0,0,0
1799.759,1,208,22048,208,78,8694,78,22048,0,0,0,0,0
1.362,6,40,8389,21,320,68,1162,2808,19,437,66,2715,5581
1141.78,6,103,12074,56,107,20759,722,6235,47,99,24817,2330,5839
0.056,17,4,284,2,32,0,32,120,2,54,20,60,164
189.385,6,121,93877,79,1261,2428,1408,83570,42,811,1937,3847,10307
0.761,6,28,5760,14,121,58,267,1295,14,650,53,1420,4465
1798.218,1,324,27216,324,56,5567,56,27216,0,0,0,0,0
1798.462,17,448,39612,404,35,4462,288,25708,44,288,40956,288,13904
28.348,6,31,7677,12,155,2577,267,1266,19,376,1574,3417,6411
1786.885,6,104,8444,68,66,26669,66,4964,36,60,51051,60,3480
1741.02,1,75,6300,0,0,0,0,0,75,56,23527,56,6300
1785.863,6,356,22520,208,69,8627,69,12460,148,69,12148,69,10060
240.403,6,47,10009,23,523,10926,1418,5950,24,254,10451,619,4059
1799.614,1,327,27468,327,56,5520,56,27468,0,0,0,0,0
15.429,6,6,288,1,0,0,0,48,5,0,3853,0,240
0.447,6,22,7255,13,318,36,600,1958,9,964,53,1471,5297
0.234,17,2,152,1,48,0,48,76,1,48,0,48,76
4.021,6,12,6126,4,92,1340,92,296,8,901,329,1448,5830
0.029,17,8,2454,8,278,4,317,2454,0,0,0,0,0
44.729,17,4,352,2,60,44728,60,176,2,60,44727,60,176
0.826,17,17,5863,7,316,137,1350,2413,10,317,47,1350,3450
0.63,6,58,46150,37,143,17,253,2530,21,2362,31,4224,43620
28.778,6,45,13913,20,289,1514,721,3411,25,678,1156,1414,10502
169.289,6,33,5459,17,152,10580,722,2114,16,358,11260,1448,3345
1773.322,1,58,4872,58,56,31110,56,4872,0,0,0,0,0
0.006,6,2,658,1,0,0,0,40,1,578,0,578,618
0.104,17,2,672,2,308,104,308,672,0,0,0,0,0
240.883,6,48,8655,24,449,10469,1418,5752,24,205,10467,580,2903
64.063,6,16,10466,5,174,16015,174,378,11,1377,6393,1452,10088
0.994,6,29,12011,16,525,66,1360,3298,13,909,68,1379,8713
0.22,17,2,2380,2,1162,220,1162,2380,0,0,0,0,0
4.428,17,2,656,2,300,4428,300,656,0,0,0,0,0
16.421,17,53,35799,22,401,780,1350,9451,31,821,546,1350,26348
1772.59,6,180,15480,120,69,14895,69,8940,60,69,30040,69,6540
104.734,17,6,480,3,48,52361,48,228,3,56,52361,56,252
1773.17,6,180,15480,120,69,14900,69,8940,60,69,30051,69,6540
1221.294,17,176,13376,176,48,6978,48,13376,0,0,0,0,0
18.052,17,4,240,2,32,18051,32,120,2,32,18051,32,120
0.081,17,2,390,1,46,0,46,74,1,288,0,288,316
24.146,6,3519,3386477,2349,1365,10,1408,3320973,1170,931,20,2801,65504
1763.958,2,14,448,14,8,135689,8,448,0,0,0,0,0
1795.277,17,80,3354,79,14,23016,14,3318,1,8,0,8,36
439.321,6,54,12736,25,455,11330,1301,6012,29,252,15686,1452,6724
1759.003,6,100,7866,66,45,27061,205,4902,34,35,53297,98,2964
1772.93,17,333,25308,333,48,5340,48,25308,0,0,0,0,0
0.422,6,25,6056,13,108,35,147,959,12,768,38,1581,5097
2.462,17,2,778,2,361,2462,361,778,0,0,0,0,0
5.035,17,4,558,2,36,5021,36,128,2,187,5021,187,430
3.904,17,5,290,5,30,976,30,290,0,0,0,0,0
244.087,17,4,352,2,60,244086,60,176,2,60,244086,60,176
1681.602,17,14,1036,7,30,280265,30,406,7,62,280264,62,630
217.735,6,79,53454,48,1217,4632,1368,45105,31,841,2066,2519,8349
126.501,2,2,64,2,8,126501,8,64,0,0,0,0,0
191.932,6,25,7996,10,154,21325,267,872,15,651,13707,1420,7124
1.863,6,13,2311,8,188,266,245,700,5,1407,384,1407,1611
0.042,17,2,158,1,34,0,34,62,1,68,0,68,96
1781.265,6,88,5576,43,32,42408,36,2334,45,304,40481,445,3242
1789.003,1,226,12656,226,28,7951,28,12656,0,0,0,0,0
1740.633,6,87,6322,58,31,30537,31,3915,29,31,62165,31,2407
0.121,17,2,158,1,34,0,34,62,1,68,0,68,96
280.436,6,30,7432,13,158,23369,267,1317,17,543,17519,1400,6115
1754.175,1,54,4536,54,56,33097,56,4536,0,0,0,0,0
232.933,6,28,8564,11,348,23293,735,1624,17,465,14383,2527,6940
317.942,6,110,34696,57,506,5677,1360,23593,53,358,6111,3289,11103
1798.106,17,449,39928,404,35,4461,288,25708,45,288,40018,288,14220
1771.533,6,99,9240,66,65,27254,65,5577,33,59,55357,59,3663
0.116,6,9,1343,5,145,29,145,349,4,830,34,830,994
76.62,17,4,352,2,60,76619,60,176,2,60,76619,60,176
43.556,6,27,7177,13,155,3629,267,1306,14,530,3349,3417,5871
1729.186,6,63,4601,41,33,43229,33,2825,22,31,82333,31,1776
1138.165,17,787,55292,708,40,1609,41,48610,79,56,714,57,6682
0.004,17,4,384,2,36,0,36,128,2,100,0,106,256
973.036,6,58,4619,38,66,26298,66,2708,20,58,51206,60,1911
60.472,6,42,8973,16,419,43,944,1931,26,285,2413,1440,7042
5.617,6,39,7269,21,218,280,314,3463,18,513,314,1179,3806
3.989,17,3,183,3,33,1994,33,183,0,0,0,0,0
1740.499,6,91,6604,59,31,30008,31,3998,32,31,56143,31,2606
1783.81,6,420,25208,210,69,8534,69,12540,210,34,8534,64,12668
0.096,17,4,344,2,47,57,47,150,2,69,40,75,194
0.348,17,2,136,1,32,0,32,60,1,48,0,48,76
1581.905,6,140,25898,78,404,19493,1290,18895,62,96,25932,241,7003
8.521,17,4,240,2,32,8520,32,120,2,32,8519,32,120
300.537,6,17,1187,6,177,60072,177,509,11,110,30036,110,678
179.068,17,6,528,3,60,89533,60,264,3,60,89533,60,264
3.496,6,8,1611,4,100,1165,100,264,4,1179,1076,1179,1347
1786.953,6,104,8308,68,64,26670,64,4896,36,58,51053,58,3412
1741.386,17,29,30624,29,1028,62192,1028,30624,0,0,0,0,0
0.254,17,2,340,1,39,0,39,67,1,245,0,245,273
82.66,17,4,240,2,32,82659,32,120,2,32,82659,32,120
1.299,6,40,9929,21,440,64,1360,4393,19,476,62,2720,5536
1799.171,17,420,141120,420,308,4293,308,141120,0,0,0,0,0
1788.07,6,370,23632,210,69,8555,69,12954,160,69,11244,69,10678
0.232,6,3,160,2,0,232,0,100,1,0,0,0,60
285.717,6,28,2965,14,324,21977,585,1385,14,282,21977,580,1580
69.176,6,11,1346,6,302,13835,302,912,5,83,17290,83,434
1786.623,6,96,7808,64,65,28359,65,4640,32,59,57629,59,3168
0.047,17,2,650,1,308,0,308,336,1,286,0,286,314
1795.696,6,279,34420,114,140,15889,1360,16854,165,133,10948,3302,17566
240.208,6,54,17917,29,791,8578,1402,14965,25,205,10008,580,2952
4.2,6,2,88,2,0,0,0,88,0,0,0,0,0
371.609,1,5,280,5,28,92902,28,280,0,0,0,0,0
6.942,6,47,8489,25,227,289,314,4182,22,489,317,1179,4307
280.159,6,26,7272,12,158,25469,267,1277,14,775,21549,2800,5995
0.0,1,1,104,0,0,0,0,0,1,76,0,76,104
1770.161,6,99,9240,66,65,27233,65,5577,33,59,55314,59,3663
6.015,6,11,471,5,0,1503,0,208,6,7,610,7,263
1790.563,6,370,25839,215,99,8367,469,15154,155,69,11625,69,10685
31.289,6,14,5625,4,106,10425,106,274,10,823,3475,1460,5351
15.656,17,20,14091,12,957,1419,1350,11827,8,255,2230,1350,2264
360.959,6,4,600,4,110,120319,110,600,0,0,0,0,0
0.899,6,29,8605,16,263,55,586,2286,13,723,60,2720,6319
1741.179,1,56,4704,56,56,31657,56,4704,0,0,0,0,0
1.462,6,3,120,2,0,1462,0,80,1,0,0,0,40
0.035,17,2,262,1,39,0,39,67,1,167,0,167,195
122.412,6,30,8337,16,714,8160,1380,6554,14,151,9416,472,1783
1798.069,17,434,38596,391,35,4610,288,25008,43,288,41925,288,13588
4.394,6,38,7245,19,218,244,314,3383,19,516,229,1179,3862
38.826,17,22,1936,11,48,3881,48,836,11,72,3881,72,1100
34.765,6,35,5370,18,180,2045,722,2074,17,267,2150,2026,3296
1742.834,6,98,7390,63,38,28110,205,4476,35,33,51252,98,2914
1740.613,17,30,31620,30,1026,60021,1026,31620,0,0,0,0,0
1663.265,1,8,448,8,28,237609,28,448,0,0,0,0,0
24.039,17,2,136,2,40,24039,47,136,0,0,0,0,0
189.862,17,4,352,2,60,189861,60,176,2,60,189861,60,176
0.044,17,4,368,2,32,1,32,120,2,96,0,96,248
1771.201,6,110,10250,71,66,25302,66,6038,39,60,46608,60,4212
215.481,1,12,1272,12,78,19589,78,1272,0,0,0,0,0
99.281,6,70,50247,46,1200,2206,1408,40858,24,1016,2677,4224,9389
222.146,17,6,1969,6,300,44429,301,1969,0,0,0,0,0
93.603,6,150,229665,66,283,1440,881,5129,84,2786,1088,7010,224536
1799.387,17,140,11200,70,48,26077,48,5320,70,56,26077,56,5880
280.19,6,26,7272,12,158,25471,267,1277,14,775,21549,3445,5995
0.01,6,2,129,1,37,0,37,89,1,0,0,0,40
4.446,2,2,64,2,8,4446,8,64,0,0,0,0,0
0.989,6,26,9892,14,350,76,1041,1992,12,1058,73,1360,7900
179.118,17,4,240,2,32,179117,32,120,2,32,179117,32,120
8.246,17,2,672,2,308,8246,308,672,0,0,0,0,0
1790.097,17,136,10880,68,48,26717,48,5168,68,56,26717,56,5712
126.904,17,4,352,2,60,126903,60,176,2,60,126903,60,176
0.068,17,8,2454,8,278,9,317,2454,0,0,0,0,0
9.833,6,16,3911,9,275,1229,275,643,7,992,843,1440,3268
3.707,1,9,936,0,0,0,0,0,9,76,463,76,936
1720.43,17,12,498,11,14,172043,14,462,1,8,0,8,36
174.689,17,4,352,2,60,174688,60,176,2,60,174688,60,176
0.655,6,14,1745,7,288,79,288,600,7,426,78,434,1145
142.356,17,4,352,2,60,142355,60,176,2,60,142354,60,176
1311.91,6,312,18765,156,69,8463,69,9345,156,34,8463,48,9420
6.484,6,40,7416,21,218,324,314,3463,19,455,345,1179,3953
1639.488,2,13,416,13,8,136624,8,416,0,0,0,0,0
1799.944,1,57,4788,0,0,0,0,0,57,56,32141,56,4788
16.225,6,12,672,5,0,4056,0,280,7,0,2185,0,392
0.046,17,6,912,3,60,10,60,264,3,188,4,188,648
0.14,17,2,152,1,48,0,48,76,1,48,0,48,76
608.014,6,36,6665,20,229,32000,1314,2642,16,337,40518,2673,4023
1796.341,17,447,39296,404,35,4457,288,25708,43,288,41931,288,13588
1263.532,6,67,4977,44,31,29383,33,2972,23,36,57432,158,2005
95.067,6,2951,2650812,1828,1365,52,1368,2579870,1123,899,84,1473,70942
781.321,2,8,256,8,8,111617,8,256,0,0,0,0,0
1745.014,6,95,7203,63,38,28145,205,4476,32,33,56281,98,2727
1785.269,17,380,49825,181,181,9918,1350,37961,199,31,9014,87,11864
1796.505,17,449,39928,404,35,4457,288,25708,45,288,40019,288,14220
1744.307,6,95,7203,63,38,28133,205,4476,32,33,56260,98,2727
166.268,6,12,3073,2,92,39071,92,204,10,775,18454,1448,2869
0.705,6,12,1653,6,288,137,288,548,6,426,77,434,1105
742.953,6,62,9264,36,102,21227,501,3090,26,244,29714,1420,6174
1797.928,6,367,25650,214,99,8440,469,15045,153,69,11827,69,10605
1.531,6,40,9928,21,440,76,1360,4392,19,433,73,1360,5536
599.424,6,11,657,6,31,119884,31,333,5,31,149841,31,324
0.455,6,25,8441,12,285,41,763,1774,13,995,35,1368,6667
1787.785,17,87,3648,86,14,21032,14,3612,1,8,0,8,36
1796.709,1,9,504,9,28,224588,28,504,0,0,0,0,0
0.16,6,27,7296,14,155,12,267,1341,13,678,12,3436,5955
0.072,17,2,152,2,48,72,48,152,0,0,0,0,0
113.615,6,15,2311,7,339,133,752,1318,8,330,16212,509,993
1.616,6,18,3257,10,99,157,182,924,8,477,202,1343,2333
1781.711,6,354,22440,207,69,8649,69,12420,147,69,12203,69,10020
1744.586,2,26,832,26,8,69783,8,832,0,0,0,0,0
83.52,6,23,9823,12,410,61,922,1742,11,1089,8336,2720,8081
1740.202,1,68,3808,68,28,25973,28,3808,0,0,0,0,0
195.727,2,5,160,5,8,48931,8,160,0,0,0,0,0
1788.408,17,87,3648,86,14,21040,14,3612,1,8,0,8,36
388.367,6,24,1551,14,177,29874,177,913,10,110,9341,110,638
300.836,6,25,10824,13,297,25059,844,1743,12,1227,27336,1460,9081
300.662,6,39,8524,21,286,15033,797,2052,18,478,501,1928,6472
90.175,6,9,472,5,0,22543,0,256,4,0,30057,0,216
1799.757,6,289,36740,116,142,15648,1360,17362,173,144,10462,1360,19378
10.043,17,4,336,2,48,10011,48,152,2,64,10011,64,184
1791.137,1,242,25652,242,78,7432,78,25652,0,0,0,0,0
1.074,17,4,360,2,30,1013,30,116,2,94,1029,94,244
1259.41,2,11,352,11,8,125941,8,352,0,0,0,0,0
1756.108,6,105,6240,60,26,29763,26,3510,45,26,39908,26,2730
3.735,17,8,1838,4,46,1225,46,296,4,357,1241,369,1542
0.353,17,2,2728,2,1336,353,1336,2728,0,0,0,0,0
1740.739,17,29,19517,29,645,62169,645,19517,0,0,0,0,0
1785.398,6,147,13992,82,55,22039,205,6331,65,67,27893,170,7661
67.145,6,15,1928,9,483,8393,483,1442,6,83,13425,83,486
1771.448,6,101,9410,66,66,27253,66,5610,35,60,52098,60,3800
1.476,6,53,20878,29,926,52,1460,15097,24,437,55,2615,5781
896.416,17,70,5600,35,48,26364,48,2660,35,56,26364,56,2940
1796.089,17,142,11360,71,48,25658,48,5396,71,56,25658,56,5964
1744.253,6,97,7307,63,38,28133,205,4476,34,33,52847,98,2831
11.01,6,37,14233,18,156,647,187,1442,19,1090,567,3494,12791
0.049,17,2,246,1,67,0,67,95,1,123,0,123,151
1786.43,6,104,8444,68,66,26663,66,4964,36,60,51038,60,3480
8.893,6,32,8952,14,158,684,267,1357,18,624,519,1400,7595
816.086,6,175,13485,101,129,8160,469,8317,74,69,11159,69,5168
1.818,6,9,527,5,43,454,43,311,4,0,598,0,216
0.047,17,2,412,1,33,0,33,61,1,323,0,323,351
327.247,6,28,6562,11,220,5598,516,1325,17,325,20447,1452,5237
243.473,17,2,136,2,40,243473,47,136,0,0,0,0,0
2.986,17,4,624,4,128,995,128,624,0,0,0,0,0
0.003,6,7,12664,1,0,0,0,40,6,2052,0,2736,12624
1769.962,6,99,9240,66,65,27230,65,5577,33,59,55308,59,3663
777.506,1,20,1120,20,28,40921,28,1120,0,0,0,0,0
1.536,6,13,2311,8,188,219,245,700,5,1407,321,1407,1611
5.551,6,39,7269,21,218,277,314,3463,18,513,311,1179,3806
314.521,6,38,7410,21,142,15726,516,1985,17,338,19651,1452,5425
1681.508,1,7,392,7,28,280251,28,392,0,0,0,0,0
0.434,6,123,87749,56,131,7,232,2769,67,1327,6,1420,84980
3.874,17,8,1864,4,32,1290,32,240,4,378,1289,470,1624
3.634,17,10,1970,5,30,904,30,290,5,308,905,468,1680
14.446,6,16,884,9,0,1804,0,492,7,0,2405,0,392
0.014,6,9,1547,5,515,3,515,783,4,548,4,548,764
12.0,6,20,4442,10,275,1333,275,958,10,768,1205,1440,3484
1689.901,17,286,65138,286,199,5929,422,65138,0,0,0,0,0
45.854,17,62,16089,62,231,751,389,16089,0,0,0,0,0
0.926,6,34,13957,20,861,48,1460,7735,14,627,57,1460,6222
1798.634,6,1262,136436,522,115,3452,327,61926,740,110,2433,110,74510
40.306,6,41,9288,24,538,1752,1228,5551,17,203,2519,1282,3737
0.202,17,2,198,1,39,0,39,67,1,103,0,103,131
0.37,6,10,1185,6,279,74,279,587,4,191,59,272,598
649.392,1,53,2968,53,28,12488,28,2968,0,0,0,0,0
4.714,6,40,7325,21,218,235,314,3463,19,516,247,1179,3862
1773.01,17,203,47608,203,206,8777,422,47608,0,0,0,0,0
1.378,6,24,8004,12,164,107,267,1288,12,1014,105,2491,6716
126.66,2,2,64,2,8,126660,8,64,0,0,0,0,0
32.833,6,105,35687,51,633,656,1152,28656,54,442,614,1179,7031
130.528,17,6,1984,6,302,26105,308,1984,0,0,0,0,0
121.088,6,21,3037,13,302,10090,302,2190,8,83,17297,83,847
26.809,6,2,300,2,110,26809,110,300,0,0,0,0,0
280.777,6,25,7094,11,181,28077,267,1168,14,595,21576,1400,5926
0.023,1,6,1956,6,298,4,298,1956,0,0,0,0,0
11.636,6,25,8453,13,275,969,275,1078,12,983,773,1420,7375
1772.965,6,180,15480,120,69,14898,69,8940,60,69,30042,69,6540
0.464,6,14,1733,7,288,74,288,588,7,284,42,434,1145
556.382,6,121,13379,64,87,8149,267,4663,57,229,9935,1460,8716
1.161,6,11,1727,7,100,193,100,384,4,589,305,1152,1343
370.847,6,18,1242,14,180,28526,180,916,4,110,20062,110,326
12.014,17,4,1344,4,308,4004,308,1344,0,0,0,0,0
0.827,17,4,288,2,36,779,36,128,2,52,769,52,160
1263.399,2,12,384,12,8,114854,8,384,0,0,0,0,0
20.271,6,23,5534,13,107,1689,159,1126,10,967,2244,1709,4408
1794.567,1,136,7616,136,28,13293,28,7616,0,0,0,0,0
1771.336,6,99,9306,66,66,27251,66,5610,33,60,55351,60,3696
11.822,6,1908,1620840,1143,1363,10,1380,1585998,765,383,15,1380,34842
176.637,6,25,9794,13,532,53,1460,2682,12,945,16045,1460,7112
290.805,1,4,224,4,28,96935,28,224,0,0,0,0,0
1753.29,6,186,11385,94,47,18852,208,6775,92,31,19264,31,4610
280.315,6,29,7392,13,158,23359,267,1317,16,603,18685,1400,6075
40.478,6,25,7097,12,155,3679,267,1266,13,589,3372,3426,5831
2.91,17,3,1176,3,364,1455,364,1176,0,0,0,0,0
1770.412,6,143,8824,76,26,23604,26,4632,67,26,26823,26,4192
0.005,17,2,284,1,32,0,32,60,1,196,0,196,224
0.842,6,45,24075,25,154,35,265,1927,20,1623,43,2804,22148
1.323,6,52,21399,29,906,47,1360,15703,23,476,52,2715,5696
1.668,6,27,10176,16,284,111,585,1497,11,1029,149,1420,8679
0.03,17,4,284,2,32,15,32,120,2,54,18,60,164
0.156,6,23,7136,12,155,14,267,1261,11,905,14,4845,5875
1786.395,6,113,9050,72,66,25160,66,5190,41,60,44656,60,3860
0.596,6,10,924,5,283,103,283,551,5,105,101,105,373
1700.971,1,8,848,8,78,242995,78,848,0,0,0,0,0
0.081,6,10,1510,5,657,20,657,925,5,317,20,317,585
1796.466,6,363,23076,210,69,8595,69,12609,153,69,11817,69,10467
1.961,6,4,239,2,31,14,31,135,2,0,1961,0,104
0.121,6,3,151,2,31,0,31,111,1,0,0,0,40
1773.302,6,182,15698,120,69,14901,69,8940,62,69,29062,69,6758
1.469,6,50,21300,28,966,54,1460,15644,22,433,60,1460,5656
1764.238,2,15,480,15,8,126017,8,480,0,0,0,0,0
116.15,1,6,336,6,28,23230,28,336,0,0,0,0,0
1794.553,17,180,14040,180,50,10025,50,14040,0,0,0,0,0
0.145,17,4,336,2,34,0,34,124,2,78,124,84,212
1771.119,6,101,9344,66,65,27247,65,5577,35,59,52089,59,3767
37.928,6,2048,1755388,1276,1294,29,1368,1708164,772,776,48,1473,47224
0.014,17,3,265,2,39,0,39,134,1,103,0,103,131
0.141,17,2,182,1,39,0,39,67,1,87,0,87,115
1.252,6,23,7952,12,164,96,267,1288,11,1216,106,3819,6664
0.029,17,4,314,2,31,1,31,118,2,70,3,70,196
23.012,6,3473,3334375,2307,1369,9,1408,3269079,1166,931,19,2801,65296
1770.915,6,104,9815,68,69,26431,233,5914,36,59,50594,82,3901
19.253,6,3192,3074275,2124,1371,8,1408,3014075,1068,931,17,2801,60200
41.687,17,4,240,2,32,41686,32,120,2,32,41685,32,120
0.23,6,23,4494,11,165,23,456,1394,12,493,20,888,3100
0.104,6,9,1340,5,145,26,145,349,4,827,24,827,991
409.222,17,11,836,11,48,40922,48,836,0,0,0,0,0
4.989,17,4,288,2,36,4988,36,128,2,52,4988,52,160
260.938,17,4,240,2,32,260937,32,120,2,32,260937,32,120
17.987,17,41,31476,20,671,945,1350,13988,21,804,897,1350,17488
368.545,6,25,1651,17,177,23034,177,1117,8,110,9194,110,534
114.88,17,4,240,2,32,114879,32,120,2,32,114879,32,120
1599.481,1,8,848,8,78,228497,78,848,0,0,0,0,0
281.333,6,33,7552,14,158,21641,267,1357,19,543,15629,1400,6195
50.278,17,4,352,2,60,50277,60,176,2,60,50277,60,176
0.242,6,33,7949,17,278,15,517,1815,16,548,15,1883,6134
0.004,17,4,284,2,32,0,32,120,2,54,1,60,164
169.475,6,23,10128,12,549,68,1360,2709,11,1393,16932,3934,7419
1.026,17,5,980,3,32,510,32,180,2,372,4,470,800
0.015,17,2,372,1,39,0,39,67,1,277,0,277,305
1785.678,6,102,8296,68,65,26651,65,4930,34,59,54108,59,3366
378.505,2,4,128,4,8,126168,8,128,0,0,0,0,0
367.257,6,19,1303,14,177,28250,177,925,5,110,15162,110,378
0.05,6,2,80,1,0,0,0,40,1,0,0,0,40
36.547,17,22,1936,11,48,3646,48,836,11,72,3653,72,1100
1.127,6,10,1687,7,100,187,100,384,3,1179,430,1179,1303
1798.81,17,448,39896,403,35,4474,288,25676,45,288,40016,288,14220
279.804,1,4,224,4,28,93268,28,224,0,0,0,0,0
53.981,6,28,7217,13,155,4498,267,1306,15,482,3855,1997,5911
1779.603,17,87,3642,85,14,21185,14,3570,2,8,21041,8,72
371.515,6,23,1499,14,177,28578,177,913,9,110,8626,110,586
1682.271,17,16,1265,8,30,240319,37,471,8,71,240319,136,794
178.83,6,1649,813091,885,847,202,1152,774964,764,398,234,1179,38127
0.037,17,2,263,1,36,0,36,64,1,171,0,171,199
3.282,6,5,216,2,0,3282,0,84,3,0,1516,0,132
280.544,6,28,7352,12,158,25504,267,1277,16,603,18696,1400,6075
30.419,1,15,1560,0,0,0,0,0,15,76,2172,76,1560
1.37,6,48,19967,27,945,52,1440,14351,21,433,58,1440,5616
49.226,6,29,6911,14,147,3783,517,1619,15,641,3512,1418,5292
1784.112,6,358,22669,209,69,8577,69,12569,149,69,12054,69,10100
23.864,6,30,8872,14,158,1835,267,1357,16,858,1584,3456,7515
0.004,17,2,243,1,49,0,49,77,1,138,0,138,166
6.558,6,38,7229,20,218,345,314,3423,18,513,367,1179,3806
266.175,17,4,240,2,32,266174,32,120,2,32,266174,32,120
1797.847,17,112,8960,56,48,32687,48,4256,56,56,32687,56,4704
64.731,6,25,12219,7,267,7364,502,1086,18,693,3803,1420,11133
1739.337,6,87,6322,58,31,30514,31,3915,29,31,62118,31,2407
1780.106,1,342,28728,342,56,5220,56,28728,0,0,0,0,0
1681.217,17,14,3843,7,30,280202,30,406,7,463,280202,463,3437
11.674,6,2,80,1,0,0,0,40,1,0,0,0,40
1794.543,6,369,25937,213,99,8464,469,15005,156,69,11577,69,10932
13.631,17,4,824,2,48,13616,48,152,2,308,13613,308,672
280.516,6,29,7392,13,158,23376,267,1317,16,678,18696,3536,6075
0.099,17,2,448,1,64,0,64,92,1,328,0,328,356
1754.254,6,121,12143,75,63,23706,722,6268,46,96,38974,1448,5875
0.34,17,4,1016,2,64,335,64,184,2,388,334,388,832
60.394,6,15,4031,8,307,8627,722,1333,7,1165,10035,1408,2698
1786.801,6,102,8228,68,64,26668,64,4896,34,58,54143,58,3332
0.052,6,2,80,1,0,0,0,40,1,0,0,0,40
10.774,6,20,4442,11,275,1077,275,998,9,768,756,1440,3444
75.138,6,17,700,7,0,7080,0,284,10,0,8347,0,416
1772.422,6,180,15480,120,69,14894,69,8940,60,69,30035,69,6540
0.315,17,2,166,1,39,0,39,67,1,71,0,71,99
1767.07,17,46,15440,46,307,39268,308,15440,0,0,0,0,0
11.862,6,1872,1638303,1137,1387,10,1420,1604682,735,467,16,1883,33621
31.516,6,7,308,1,0,0,0,44,6,0,6284,0,264
1786.525,6,102,8296,68,65,26664,65,4930,34,59,54134,59,3366
1787.343,17,87,3648,86,14,21027,14,3612,1,8,0,8,36
0.308,17,2,180,1,30,0,30,58,1,94,0,94,122
0.092,6,2,80,1,0,0,0,40,1,0,0,0,40
156.317,17,4,352,2,60,156315,60,176,2,60,156316,60,176
0.105,6,12,1969,6,127,20,127,459,6,1190,21,1190,1510
1.005,17,2,677,1,300,0,300,328,1,321,0,321,349
112.647,6,48,7761,19,145,6248,722,2320,29,206,4016,2026,5441
2.993,6,35,18095,18,767,176,1460,6124,17,1127,177,1460,11971
1115.24,1,130,7280,130,28,8645,28,7280,0,0,0,0,0
16.687,17,17,6452,8,483,2374,1350,4094,9,234,2076,1350,2358
3.913,17,10,1415,5,31,977,31,295,5,196,977,196,1120
64.144,6,80534,98769885,24268,146,2,214,1307164,56266,1681,1,8448,97462721
290.628,1,4,326,4,53,96876,78,326,0,0,0,0,0
250.903,17,4,352,2,60,250902,60,176,2,60,250902,60,176
240.262,6,57,19689,31,839,8008,1418,16749,26,175,9609,580,2940
962.594,2,8,256,8,8,137513,8,256,0,0,0,0,0
11.837,6,1721,1622692,1134,1380,10,1432,1594720,587,389,20,1432,27972
1798.889,17,66,2766,65,14,28107,14,2730,1,8,0,8,36
1.078,17,2,154,1,33,0,33,61,1,65,0,65,93
383.982,6,6,861,6,103,76796,138,861,0,0,0,0,0
2.989,6,2,88,2,0,0,0,88,0,0,0,0,0
39.82,17,44,6468,22,48,1895,48,1672,22,190,1895,308,4796
854.165,6,120,11242,44,83,19861,339,4781,76,87,11388,1062,6461
1786.1,6,362,24774,211,94,8505,469,14387,151,69,11906,69,10387
2.457,6,13,2311,8,188,351,245,700,5,1407,551,1407,1611
1772.009,6,180,15480,120,69,14890,69,8940,60,69,30033,69,6540
280.323,6,29,7392,13,158,23360,267,1317,16,603,18684,2036,6075
294.08,2,3,96,3,8,147040,8,96,0,0,0,0,0
6.268,6,1248,1126474,773,1379,7,1408,1097110,475,931,12,2816,29364
281.078,6,30,7773,13,158,23423,267,1317,17,577,17553,1400,6456
1789.18,17,83,3480,82,14,22088,14,3444,1,8,0,8,36
12.272,6,22,11812,8,275,1753,275,599,14,1064,843,2840,11213
1772.853,6,105,6270,60,27,30047,27,3525,45,27,40290,27,2745
373.036,6,7,280,7,0,0,0,280,0,0,0,0,0
280.227,6,27,7312,13,158,23352,267,1317,14,775,21554,4836,5995
1771.15,1,67,5628,0,0,0,0,0,67,56,26835,56,5628
0.013,17,2,383,1,47,0,47,75,1,280,0,280,308
195.585,6,31,8912,14,158,15045,267,1357,17,687,12219,1781,7555
123.646,17,4,352,2,60,123645,60,176,2,60,123644,60,176
4.175,17,5,290,5,30,1043,30,290,0,0,0,0,0
1015.596,6,188,12626,97,69,10133,69,6157,91,69,11284,69,6469
240.163,6,56,18744,30,745,8281,1408,15739,26,205,9606,580,3005
46.22,6,51,13663,25,937,649,1460,7666,26,290,1841,1460,5997
1800.0,6,329,22610,140,46,12696,46,9300,189,46,9574,46,13310
0.029,17,2,200,1,64,0,64,92,1,80,0,80,108
124.53,6,59,11171,24,222,5414,1189,3418,35,288,3661,1420,7753
0.161,1,2,112,2,28,161,28,112,0,0,0,0,0
1791.547,17,144,11520,72,48,25232,48,5472,72,56,25232,56,6048
0.179,1,2,112,2,28,179,28,112,0,0,0,0,0
39.62,17,22,1936,11,48,3961,48,836,11,72,3960,72,1100
0.799,17,2,134,2,39,799,39,134,0,0,0,0,0
0.017,17,2,178,1,29,0,29,57,1,93,0,93,121
240.199,6,54,17953,29,758,8578,1408,15173,25,184,10008,580,2780
